#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	salltitles	species
KTD69380.1	AVR58_00410	3.26e-72	247	43.725	95	253	255	KTD69380.1 Dot/Icm T4SS effector 	L. steelei
MBL7481487.1	AVR58_00410	6.68e-70	246	43.902	95	259	255	MBL7481487.1 hypothetical protein IZU94_16110 	L. sp. 27fs60
STX61190.1	AVR58_00410	7.94e-70	229	45.852	90	259	255	STX61190.1 Dot/Icm T4SS effector 	L. moravica
STY16304.1	AVR58_00410	4.34e-68	246	43.089	95	259	255	STY16304.1 Dot/Icm T4SS effector 	L. quateirensis
SNV11461.1	AVR58_00410	5.09e-56	231	38.095	91	378	255	SNV11461.1 Dot/Icm T4SS effector 	L. waltersii
SNV13778.1	AVR58_00410	1.70e-55	231	37.662	91	324	255	SNV13778.1 Dot/Icm T4SS effector 	L. waltersii
SNU93994.1	AVR58_00410	2.65e-55	237	35.865	93	284	255	SNU93994.1 Dot/Icm T4SS effector 	L. waltersii
AWN75220.1	AVR58_00410	5.55e-54	240	37.917	94	284	255	AWN75220.1 hypothetical protein DLD14_16050 	L. anisa
SNU96834.1	AVR58_00410	2.20e-52	248	35.081	96	284	255	SNU96834.1 Dot/Icm T4SS effector 	L. waltersii
VEH13920.1	AVR58_00410	2.24e-39	248	33.468	96	271	255	VEH13920.1 Dot/Icm T4SS effector 	L. jordanis
AOU47785.1	AVR58_00415	0.0	441	100.000	100	441	441	AOU47785.1 type IV secretion protein Dot 	L. pneumophila
MBL7481486.1	AVR58_00415	0.0	428	58.411	97	442	441	MBL7481486.1 type IV secretion protein Dot 	L. sp. 27fs60
STY16305.1	AVR58_00415	0.0	428	58.645	97	442	441	STY16305.1 Dot/Icm secretion system substrate 	L. quateirensis
SNU93988.1	AVR58_00415	8.85e-179	419	57.995	95	447	441	SNU93988.1 Dot/Icm secretion system substrate 	L. waltersii
STX61191.1	AVR58_00415	7.34e-177	421	57.482	95	461	441	STX61191.1 Dot/Icm secretion system substrate 	L. moravica
STY24491.1	AVR58_00415	4.03e-175	427	56.206	97	434	441	STY24491.1 Dot/Icm secretion system substrate 	L. steigerwaltii
KTD69379.1	AVR58_00415	2.20e-174	432	55.787	97	442	441	KTD69379.1 substrate of the Dot/Icm secretion system 	L. steelei
AWN75706.1	AVR58_00415	1.33e-167	429	55.012	96	439	441	AWN75706.1 type IV secretion protein Dot 	L. anisa
SNV10195.1	AVR58_00415	2.60e-167	437	55.835	99	449	441	SNV10195.1 Dot/Icm secretion system substrate 	L. waltersii
STO35588.1	AVR58_00415	6.32e-166	429	54.079	96	439	441	STO35588.1 Uncharacterised protein 	L. bozemanae
STX78033.1	AVR58_00415	3.24e-163	429	53.846	96	439	441	STX78033.1 Dot/Icm secretion system substrate 	L. parisiensis
STY31686.1	AVR58_00415	9.61e-158	438	53.425	97	441	441	STY31686.1 Dot/Icm secretion system substrate 	L. wadsworthii
VEH13919.1	AVR58_00415	1.23e-135	427	50.351	96	445	441	VEH13919.1 Dot/Icm secretion system substrate 	L. jordanis
AOU47786.1	AVR58_00420	6.02e-110	152	100.000	100	152	152	AOU47786.1 hypothetical protein A9E85_00425 	L. pneumophila
STY16306.1	AVR58_00420	7.27e-26	147	34.014	95	148	152	STY16306.1 Uncharacterised protein 	L. quateirensis
VEH13915.1	AVR58_00420	4.24e-09	142	27.465	90	144	152	VEH13915.1 Uncharacterised protein 	L. jordanis
AOU47790.1	AVR58_00440	0.0	641	100.000	100	641	641	AOU47790.1 hypothetical protein A9E85_00445 	L. pneumophila
KGP62989.1	AVR58_00440	0.0	642	69.782	100	640	641	KGP62989.1 hypothetical protein EP47_02750 	L. norrlandica
MBL7481481.1	AVR58_00440	0.0	641	61.778	99	634	641	MBL7481481.1 hypothetical protein IZU94_16080 	L. sp. 27fs60
STY16310.1	AVR58_00440	0.0	641	61.310	99	634	641	STY16310.1 transmembrane protein 	L. quateirensis
STX61196.1	AVR58_00440	0.0	643	59.720	99	636	641	STX61196.1 transmembrane protein 	L. moravica
KTD62505.1	AVR58_00440	0.0	642	58.411	100	635	641	KTD62505.1 transmembrane protein 	L. shakespearei DSM 23087
CEG55590.1	AVR58_00440	0.0	679	55.376	100	674	641	CEG55590.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
SNU93954.1	AVR58_00440	0.0	646	54.180	99	637	641	SNU93954.1 transmembrane protein 	L. waltersii
MCL9684520.1	AVR58_00440	0.0	677	53.028	100	668	641	MCL9684520.1 hypothetical protein LOX96_10475 	L. sp. HCPI-6
STX46450.1	AVR58_00440	0.0	645	52.558	99	647	641	STX46450.1 transmembrane protein 	L. gratiana
RUR20472.1	AVR58_00440	0.0	649	53.775	99	635	641	RUR20472.1 hypothetical protein ELY20_14510 	L. qingyii
STY24541.1	AVR58_00440	0.0	647	51.777	99	671	641	STY24541.1 transmembrane protein 	L. steigerwaltii
STY32129.1	AVR58_00440	0.0	681	51.395	99	674	641	STY32129.1 transmembrane protein 	L. worsleiensis
STY31672.1	AVR58_00440	0.0	630	53.810	97	636	641	STY31672.1 transmembrane protein 	L. wadsworthii
BCA93832.1	AVR58_00440	0.0	632	52.373	92	676	641	BCA93832.1 hypothetical protein TUM19329_01930 	L. antarctica
AUH71224.1	AVR58_00440	0.0	640	50.469	99	640	641	AUH71224.1 hypothetical protein CAB17_03460 	L. sainthelensi
STX36707.1	AVR58_00440	0.0	637	51.020	99	647	641	STX36707.1 transmembrane protein 	L. cincinnatiensis
KTD60434.1	AVR58_00440	0.0	633	51.817	98	648	641	KTD60434.1 transmembrane protein 	L. santicrucis
CBJ13790.1	AVR58_00440	0.0	637	50.078	99	640	641	CBJ13790.1 hypothetical protein LLO_3330 	L. longbeachae NSW150
KTD69374.1	AVR58_00440	0.0	646	49.690	99	704	641	KTD69374.1 transmembrane protein 	L. steelei
STO35582.1	AVR58_00440	0.0	640	52.031	99	638	641	STO35582.1 Uncharacterised protein 	L. bozemanae
STX78027.1	AVR58_00440	0.0	631	51.664	98	652	641	STX78027.1 transmembrane protein 	L. parisiensis
AWN72956.1	AVR58_00440	0.0	643	51.011	99	637	641	AWN72956.1 hypothetical protein DLD14_03375 	L. anisa
CEK12131.1	AVR58_00440	3.76e-175	664	42.771	97	685	641	CEK12131.1 conserved membrane protein of unknown function 	L. hackeliae
CEG56871.1	AVR58_00440	3.87e-167	620	43.871	96	613	641	CEG56871.1 conserved membrane protein of unknown function [coiled-coil] 	L. fallonii LLAP-10
EHL31945.1	AVR58_00440	7.10e-164	635	41.890	95	633	641	EHL31945.1 hypothetical protein LDG_6114 	L. drancourtii LLAP12
STY27411.1	AVR58_00440	1.69e-145	607	40.198	92	663	641	STY27411.1 transmembrane protein 	L. taurinensis
USQ13595.1	AVR58_00440	3.02e-126	614	39.088	93	624	641	USQ13595.1 hypothetical protein J2N86_13060 	L. lytica
STX50069.1	AVR58_00440	1.07e-125	616	37.662	92	759	641	STX50069.1 transmembrane protein 	L. busanensis
STX45000.1	AVR58_00440	6.77e-114	596	37.081	90	685	641	STX45000.1 transmembrane protein 	L. donaldsonii
STX33110.1	AVR58_00440	6.77e-113	668	36.228	94	722	641	STX33110.1 transmembrane protein 	L. birminghamensis
STX39981.1	AVR58_00440	1.21e-112	598	36.288	90	684	641	STX39981.1 transmembrane protein 	L. feeleii
AOU47794.1	AVR58_00460	0.0	1324	100.000	100	1324	1324	AOU47794.1 hypothetical protein A9E85_00465 	L. pneumophila
KGP62992.1	AVR58_00460	0.0	1322	59.834	99	1322	1324	KGP62992.1 hypothetical protein EP47_02770 	L. norrlandica
MBL7481477.1	AVR58_00460	0.0	1309	41.864	98	1324	1324	MBL7481477.1 hypothetical protein IZU94_16060 	L. sp. 27fs60
STY16314.1	AVR58_00460	0.0	1314	41.476	98	1324	1324	STY16314.1 Dot/Icm T4SS effector 	L. quateirensis
MCL9684516.1	AVR58_00460	0.0	1303	42.057	98	1283	1324	MCL9684516.1 hypothetical protein LOX96_10455 	L. sp. HCPI-6
KTD62501.1	AVR58_00460	0.0	1312	41.540	98	1292	1324	KTD62501.1 Dot/Icm T4SS effector 	L. shakespearei DSM 23087
STX61200.1	AVR58_00460	0.0	1308	40.749	98	1319	1324	STX61200.1 Dot/Icm T4SS effector 	L. moravica
BCA93837.1	AVR58_00460	0.0	1307	39.862	98	1296	1324	BCA93837.1 hypothetical protein TUM19329_01980 	L. antarctica
CEG55597.1	AVR58_00460	0.0	1329	40.707	99	1328	1324	CEG55597.1 conserved protein of unknown function 	L. fallonii LLAP-10
SNU93934.1	AVR58_00460	0.0	1208	31.871	91	1240	1324	SNU93934.1 Dot/Icm T4SS effector 	L. waltersii
CEK10896.1	AVR58_00460	4.62e-152	1235	30.040	91	2351	1324	CEK10896.1 protein of unknown function [ankyrin repeat][coiled coil] 	L. hackeliae
ASQ45733.1	AVR58_00460	3.43e-147	1231	29.488	91	2356	1324	ASQ45733.1 Ankyrin repeats (3 copies) 	L. clemsonensis
AOU47800.1	AVR58_00490	0.0	397	100.000	100	397	397	AOU47800.1 hypothetical protein A9E85_00495 	L. pneumophila
CBJ11682.1	AVR58_00490	1.45e-114	392	46.939	98	364	397	CBJ11682.1 hypothetical protein LLO_1322 	L. longbeachae NSW150
CEG57567.1	AVR58_00490	1.87e-95	398	41.457	97	409	397	CEG57567.1 Dot/Icm T4SS effector 	L. fallonii LLAP-10
MBL7481526.1	AVR58_00490	2.08e-95	462	38.312	99	455	397	MBL7481526.1 hypothetical protein IZU94_16310 	L. sp. 27fs60
STY16269.1	AVR58_00490	1.04e-91	455	39.780	98	456	397	STY16269.1 Dot/Icm T4SS effector 	L. quateirensis
STX61136.1	AVR58_00490	6.37e-91	435	37.931	93	455	397	STX61136.1 Dot/Icm T4SS effector 	L. moravica
CEE15046.1	AVR58_00490	1.01e-88	399	43.358	97	375	397	CEE15046.1 hypothetical protein BN1094_03626 	L. massiliensis
STY32165.1	AVR58_00490	5.25e-70	416	38.221	95	416	397	STY32165.1 Dot/Icm T4SS effector 	L. worsleiensis
AOU47807.1	AVR58_00525	0.0	286	100.000	100	286	286	AOU47807.1 GNAT family acetyltransferase 	L. pneumophila
KGP62919.1	AVR58_00525	0.0	286	83.566	100	286	286	KGP62919.1 GNAT family acetyltransferase 	L. norrlandica
SNU94645.1	AVR58_00525	2.88e-145	286	63.287	100	286	286	SNU94645.1 N-terminal acetyltransferase, GNAT family 	L. waltersii
KTD62487.1	AVR58_00525	1.39e-140	286	63.986	100	286	286	KTD62487.1 hypothetical protein Lsha_1187 	L. shakespearei DSM 23087
MBL7481465.1	AVR58_00525	2.99e-134	286	63.287	100	287	286	MBL7481465.1 GNAT family N-acetyltransferase 	L. sp. 27fs60
STX46429.1	AVR58_00525	7.17e-134	286	60.839	100	297	286	STX46429.1 N-terminal GNAT family acetyltransferase 	L. gratiana
AYK03085.1	AVR58_00525	4.37e-133	286	61.189	100	303	286	AYK03085.1 GNAT family N-acetyltransferase 	L. sainthelensi
CBJ13772.1	AVR58_00525	1.59e-132	286	61.189	100	303	286	CBJ13772.1 N-terminal acetyltransferase, GNAT family 	L. longbeachae NSW150
CEG55642.1	AVR58_00525	2.13e-132	283	62.191	99	287	286	CEG55642.1 N-terminal acetyltransferase, GNAT family 	L. fallonii LLAP-10
KTD63201.1	AVR58_00525	9.24e-132	286	60.490	100	303	286	KTD63201.1 hypothetical protein Lsan_1471 	L. santicrucis
BCA93856.1	AVR58_00525	3.95e-131	286	60.140	100	286	286	BCA93856.1 N-acetyltransferase 	L. antarctica
KTD69353.1	AVR58_00525	4.76e-130	286	58.392	100	294	286	KTD69353.1 hypothetical protein Lste_2511 	L. steelei
STX61216.1	AVR58_00525	8.48e-130	286	61.888	100	287	286	STX61216.1 N-terminal GNAT family acetyltransferase 	L. moravica
MCL9684480.1	AVR58_00525	9.44e-130	286	60.140	100	286	286	MCL9684480.1 GNAT family N-acetyltransferase 	L. sp. HCPI-6
STX36687.1	AVR58_00525	1.04e-129	286	59.441	100	297	286	STX36687.1 N-terminal GNAT family acetyltransferase 	L. cincinnatiensis
STY24522.1	AVR58_00525	3.64e-129	286	58.042	100	294	286	STY24522.1 N-terminal GNAT family acetyltransferase 	L. steigerwaltii
STY31623.1	AVR58_00525	6.68e-128	286	56.993	100	294	286	STY31623.1 N-terminal GNAT family acetyltransferase 	L. wadsworthii
EHL31916.1	AVR58_00525	2.22e-127	286	60.140	100	288	286	EHL31916.1 hypothetical protein LDG_6082 	L. drancourtii LLAP12
STY32115.1	AVR58_00525	2.59e-127	285	61.404	99	288	286	STY32115.1 N-terminal GNAT family acetyltransferase 	L. worsleiensis
STY16326.1	AVR58_00525	4.60e-125	266	63.534	93	268	286	STY16326.1 N-terminal GNAT family acetyltransferase 	L. quateirensis
AWN72976.1	AVR58_00525	7.65e-125	286	56.993	100	294	286	AWN72976.1 GNAT family N-acetyltransferase 	L. anisa
RUR21593.1	AVR58_00525	8.30e-124	286	57.692	100	294	286	RUR21593.1 GNAT family N-acetyltransferase 	L. qingyii
USQ13576.1	AVR58_00525	8.55e-123	286	56.993	100	296	286	USQ13576.1 GNAT family N-acetyltransferase 	L. lytica
STO35559.1	AVR58_00525	2.44e-118	286	56.643	100	294	286	STO35559.1 ribosomal-protein-alanine N-acetyltransferase 	L. bozemanae
STX78006.1	AVR58_00525	4.90e-116	286	55.944	100	294	286	STX78006.1 N-terminal GNAT family acetyltransferase 	L. parisiensis
QDP71611.1	AVR58_00525	4.79e-108	283	51.237	99	287	286	QDP71611.1 GNAT family N-acetyltransferase 	L. israelensis
SNV44243.1	AVR58_00525	2.48e-102	286	50.699	100	290	286	SNV44243.1 N-terminal acetyltransferase, GNAT family 	L. lansingensis
CEK09335.1	AVR58_00525	3.17e-97	284	46.831	99	291	286	CEK09335.1 N-terminal acetyltransferase, GNAT family 	L. hackeliae
KTC86970.1	AVR58_00525	7.27e-97	285	49.474	99	290	286	KTC86970.1 hypothetical protein Lbru_0199 	L. brunensis
VEH11314.1	AVR58_00525	4.89e-95	285	48.421	99	290	286	VEH11314.1 N-terminal GNAT family acetyltransferase 	L. jordanis
SFL63474.1	AVR58_00525	5.10e-95	284	47.535	99	291	286	SFL63474.1 Ribosomal protein S18 acetylase RimI 	L. jamestowniensis DSM 19215
SUO98710.1	AVR58_00525	5.33e-95	279	48.746	98	294	286	SUO98710.1 ribosomal-protein-alanine N-acetyltransferase 	L. maceachernii
CEE12021.1	AVR58_00525	1.83e-94	284	47.887	99	289	286	CEE12021.1 Mycothiol acetyltransferase 	L. massiliensis
STX39921.1	AVR58_00525	1.01e-92	285	47.018	99	289	286	STX39921.1 N-terminal GNAT family acetyltransferase 	L. feeleii
WED42747.1	AVR58_00525	1.51e-92	285	46.316	99	290	286	WED42747.1 GNAT family N-acetyltransferase 	L. cardiaca
STX44729.1	AVR58_00525	3.81e-92	285	46.667	99	289	286	STX44729.1 N-terminal GNAT family acetyltransferase 	L. donaldsonii
CEG62236.1	AVR58_00525	5.76e-92	275	50.182	96	297	286	CEG62236.1 N-terminal acetyltransferase, GNAT family 	L. micdadei
ASQ47345.1	AVR58_00525	4.22e-90	284	45.423	99	291	286	ASQ47345.1 ribosomal-protein-alanine N-acetyltransferase 	L. clemsonensis
KTD33809.1	AVR58_00525	2.04e-88	279	45.520	98	291	286	KTD33809.1 hypothetical protein Lnau_2101 	L. nautarum
VEG91712.1	AVR58_00525	6.32e-87	280	46.429	98	298	286	VEG91712.1 N-terminal GNAT family acetyltransferase 	L. spiritensis
KTD52180.1	AVR58_00525	8.77e-87	284	45.070	99	298	286	KTD52180.1 hypothetical protein Lqui_1024 	L. quinlivanii
STX30423.1	AVR58_00525	1.87e-85	286	44.056	100	298	286	STX30423.1 N-terminal acetyltransferase, GNAT family 	L. birminghamensis
KTC98632.1	AVR58_00525	2.46e-84	278	44.245	97	297	286	KTC98632.1 hypothetical protein Lery_0796 	L. erythra
KTD38204.1	AVR58_00525	3.59e-80	285	43.509	99	288	286	KTD38204.1 hypothetical protein Loak_1880 	L. oakridgensis
STY24781.1	AVR58_00525	8.20e-80	273	43.956	95	330	286	STY24781.1 N-terminal GNAT family acetyltransferase 	L. taurinensis
STX27636.1	AVR58_00525	1.23e-79	284	42.958	99	292	286	STX27636.1 N-terminal GNAT family acetyltransferase 	L. beliardensis
STX94348.1	AVR58_00525	1.48e-76	288	40.278	100	288	286	STX94348.1 N-terminal acetyltransferase, GNAT family 	L. londiniensis
KTC64656.1	AVR58_00525	2.71e-76	281	44.484	98	290	286	KTC64656.1 hypothetical protein Lade_1950 	L. adelaidensis
STX50103.1	AVR58_00525	1.16e-71	285	42.456	99	292	286	STX50103.1 N-terminal GNAT family acetyltransferase 	L. busanensis
RUR11425.1	AVR58_00525	1.78e-70	290	41.724	100	314	286	RUR11425.1 GNAT family N-acetyltransferase 	L. septentrionalis
QBS12387.1	AVR58_00525	2.82e-65	279	38.351	98	305	286	QBS12387.1 GNAT family N-acetyltransferase 	L. geestiana
AOU47811.1	AVR58_00545	0.0	268	100.000	100	268	268	AOU47811.1 hypothetical protein A9E85_00550 	L. pneumophila
KGP62922.1	AVR58_00545	0.0	268	92.910	100	268	268	KGP62922.1 hypothetical protein EP47_09840 	L. norrlandica
STX36686.1	AVR58_00545	2.29e-167	268	81.343	100	268	268	STX36686.1 Uncharacterised ACR, YagE family COG1723 	L. cincinnatiensis
AUH73904.1	AVR58_00545	7.01e-167	268	80.970	100	268	268	AUH73904.1 RMD1 family protein 	L. sainthelensi
MBL7481454.1	AVR58_00545	1.20e-165	268	85.075	100	268	268	MBL7481454.1 RMD1 family protein 	L. sp. 27fs60
KTD63200.1	AVR58_00545	1.46e-165	268	80.224	100	268	268	KTD63200.1 hypothetical protein Lsan_1470 	L. santicrucis
KTD62484.1	AVR58_00545	3.44e-164	268	85.448	100	285	268	KTD62484.1 hypothetical protein Lsha_1184 	L. shakespearei DSM 23087
STY16338.1	AVR58_00545	3.55e-164	268	84.701	100	268	268	STY16338.1 Uncharacterised ACR, YagE family COG1723 	L. quateirensis
STX61221.1	AVR58_00545	3.75e-164	268	83.582	100	268	268	STX61221.1 Uncharacterised ACR, YagE family COG1723 	L. moravica
SNU94656.1	AVR58_00545	1.15e-163	268	82.836	100	268	268	SNU94656.1 Uncharacterised ACR, YagE family COG1723 	L. waltersii
MCL9684476.1	AVR58_00545	6.07e-163	268	85.075	100	268	268	MCL9684476.1 RMD1 family protein 	L. sp. HCPI-6
BCA93862.1	AVR58_00545	6.51e-162	268	84.701	100	290	268	BCA93862.1 hypothetical protein TUM19329_02230 	L. antarctica
CEG55645.1	AVR58_00545	7.07e-161	268	84.328	100	268	268	CEG55645.1 conserved protein of unknown function 	L. fallonii LLAP-10
RUR21594.1	AVR58_00545	4.56e-160	268	81.343	100	268	268	RUR21594.1 RMD1 family protein 	L. qingyii
STY24521.1	AVR58_00545	8.06e-160	268	82.090	100	268	268	STY24521.1 Uncharacterised ACR, YagE family COG1723 	L. steigerwaltii
STY32110.1	AVR58_00545	1.54e-159	268	82.463	100	268	268	STY32110.1 Uncharacterised ACR, YagE family COG1723 	L. worsleiensis
STO35558.1	AVR58_00545	4.81e-159	268	80.970	100	268	268	STO35558.1 Uncharacterised ACR, YagE family COG1723 	L. bozemanae
AWN72977.1	AVR58_00545	8.60e-159	268	80.597	100	268	268	AWN72977.1 RMD1 family protein 	L. anisa
KTD69352.1	AVR58_00545	3.46e-158	268	80.597	100	268	268	KTD69352.1 hypothetical protein Lste_2510 	L. steelei
EHL31914.1	AVR58_00545	6.25e-158	268	80.224	100	268	268	EHL31914.1 hypothetical protein LDG_6080 	L. drancourtii LLAP12
STX78005.1	AVR58_00545	7.62e-158	268	80.224	100	268	268	STX78005.1 Uncharacterised ACR, YagE family COG1723 	L. parisiensis
STX46428.1	AVR58_00545	4.30e-157	268	81.343	100	268	268	STX46428.1 Uncharacterised ACR, YagE family COG1723 	L. gratiana
STY31621.1	AVR58_00545	1.49e-156	268	80.597	100	268	268	STY31621.1 Uncharacterised ACR, YagE family COG1723 	L. wadsworthii
USQ13575.1	AVR58_00545	2.51e-156	268	79.478	100	268	268	USQ13575.1 RMD1 family protein 	L. lytica
CBJ13771.1	AVR58_00545	8.48e-156	268	80.224	100	268	268	CBJ13771.1 Conserved hypothetical protein 	L. longbeachae NSW150
CEK09338.1	AVR58_00545	9.82e-144	268	74.627	100	268	268	CEK09338.1 conserved protein of unknown function 	L. hackeliae
SFL63503.1	AVR58_00545	1.16e-143	268	75.373	100	268	268	SFL63503.1 Uncharacterized protein, Rmd1/YagE family 	L. jamestowniensis DSM 19215
VEG91719.1	AVR58_00545	1.61e-143	268	74.627	100	268	268	VEG91719.1 Uncharacterised ACR, YagE family COG1723 	L. spiritensis
RUR11422.1	AVR58_00545	1.69e-143	268	72.761	100	267	268	RUR11422.1 RMD1 family protein 	L. septentrionalis
SNV44257.1	AVR58_00545	1.81e-143	269	73.978	100	268	268	SNV44257.1 Uncharacterised ACR, YagE family COG1723 	L. lansingensis
WED42745.1	AVR58_00545	2.36e-143	269	76.208	100	268	268	WED42745.1 RMD1 family protein 	L. cardiaca
STX94346.1	AVR58_00545	2.48e-143	268	74.627	100	267	268	STX94346.1 Uncharacterised ACR, YagE family COG1723 	L. londiniensis
ASQ47343.1	AVR58_00545	6.25e-143	268	75.373	100	268	268	ASQ47343.1 hypothetical protein clem_14085 	L. clemsonensis
KTC86974.1	AVR58_00545	9.58e-143	269	75.465	100	268	268	KTC86974.1 hypothetical protein Lbru_0203 	L. brunensis
VEH11320.1	AVR58_00545	2.57e-142	268	74.254	100	268	268	VEH11320.1 Uncharacterised ACR, YagE family COG1723 	L. jordanis
KTD38202.1	AVR58_00545	1.10e-141	268	72.761	100	267	268	KTD38202.1 hypothetical protein Loak_1878 	L. oakridgensis
KTD33813.1	AVR58_00545	2.86e-141	268	72.761	100	268	268	KTD33813.1 hypothetical protein Lnau_2105 	L. nautarum
STX39918.1	AVR58_00545	4.43e-141	267	74.157	99	268	268	STX39918.1 Uncharacterised ACR, YagE family COG1723 	L. feeleii
CEG62233.1	AVR58_00545	8.27e-141	268	72.015	100	268	268	CEG62233.1 conserved protein of unknown function 	L. micdadei
QDP71333.1	AVR58_00545	1.43e-140	268	72.388	100	268	268	QDP71333.1 RMD1 family protein 	L. israelensis
SUO98713.1	AVR58_00545	3.01e-140	268	72.761	100	268	268	SUO98713.1 Uncharacterised ACR, YagE family COG1723 	L. maceachernii
STY24790.1	AVR58_00545	1.89e-138	267	71.536	99	268	268	STY24790.1 Uncharacterised ACR, YagE family COG1723 	L. taurinensis
STX44734.1	AVR58_00545	6.40e-138	268	72.388	99	269	268	STX44734.1 Uncharacterised ACR, YagE family COG1723 	L. donaldsonii
CEE12019.1	AVR58_00545	8.28e-137	268	71.269	100	268	268	CEE12019.1 hypothetical protein BN1094_00548 	L. massiliensis
KTC98641.1	AVR58_00545	1.16e-136	267	71.161	99	268	268	KTC98641.1 hypothetical protein Lery_0805 	L. erythra
STX30429.1	AVR58_00545	1.88e-136	268	71.642	100	268	268	STX30429.1 Uncharacterised ACR, YagE family COG1723 	L. birminghamensis
STX50104.1	AVR58_00545	2.07e-134	270	68.519	100	270	268	STX50104.1 Uncharacterised ACR, YagE family COG1723 	L. busanensis
KTD52202.1	AVR58_00545	1.30e-132	268	73.881	100	268	268	KTD52202.1 hypothetical protein Lqui_1046 	L. quinlivanii
STX27638.1	AVR58_00545	3.71e-131	270	68.148	100	270	268	STX27638.1 Uncharacterised ACR, YagE family COG1723 	L. beliardensis
KTC64658.1	AVR58_00545	8.95e-130	270	67.407	100	269	268	KTC64658.1 hypothetical protein Lade_1952 	L. adelaidensis
QBS12438.1	AVR58_00545	1.05e-115	268	62.313	100	267	268	QBS12438.1 RMD1 family protein 	L. geestiana
AOU50522.1	AVR58_01035	0.0	961	100.000	100	961	961	AOU50522.1 protein kinase 	L. pneumophila
CEE11841.1	AVR58_01035	0.0	942	62.420	98	959	961	CEE11841.1 Serine/threonine-protein kinase StkP 	L. massiliensis
AOU47815.1	AVR58_00565	0.0	1072	100.000	100	1072	1072	AOU47815.1 hypothetical protein A9E85_00570 	L. pneumophila
KGP62924.1	AVR58_00565	0.0	1067	49.297	99	1047	1072	KGP62924.1 hypothetical protein EP47_09850 	L. norrlandica
STO35295.1	AVR58_00565	0.0	1049	48.141	97	1128	1072	STO35295.1 Ankyrin repeats (3 copies) 	L. bozemanae
AWN75593.1	AVR58_00565	0.0	1039	46.968	97	1128	1072	AWN75593.1 ankyrin repeat domain-containing protein 	L. anisa
RUR23701.1	AVR58_00565	0.0	1027	47.614	96	1122	1072	RUR23701.1 ankyrin repeat domain-containing protein 	L. qingyii
