#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
CEG57747.1	AVR58_00150	0.005	185	22.703	62	244	CEG57747.1 conserved protein of unknown function 	L. fallonii LLAP-10
AWN73184.1	AVR58_00150	0.005	104	29.808	35	354	AWN73184.1 hypothetical protein DLD14_04630 	L. anisa
VEG91098.1	AVR58_00150	0.006	118	26.271	40	248	VEG91098.1 Uncharacterised protein 	L. spiritensis
STX63598.1	AVR58_00150	0.010	134	27.612	42	252	STX63598.1 Uncharacterised protein 	L. moravica
AOU47738.1	AVR58_00170	1.17e-78	118	100.000	100	118	AOU47738.1 hypothetical protein A9E85_00170 	L. pneumophila
KGP62462.1	AVR58_00170	3.60e-58	118	75.424	100	116	KGP62462.1 hypothetical protein EP47_14435 	L. norrlandica
KTD64965.1	AVR58_00170	3.31e-49	118	67.797	100	118	KTD64965.1 hypothetical protein Lsha_0334 	L. shakespearei DSM 23087
CEG55556.1	AVR58_00170	8.48e-49	118	66.102	100	118	CEG55556.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
RUR21771.1	AVR58_00170	5.22e-47	117	67.521	99	118	RUR21771.1 hypothetical protein ELY20_11120 	L. qingyii
VEG89948.1	AVR58_00170	1.17e-46	118	63.559	100	118	VEG89948.1 Uncharacterised protein 	L. spiritensis
AWN74522.1	AVR58_00170	2.34e-46	118	66.102	100	118	AWN74522.1 hypothetical protein DLD14_12075 	L. anisa
MCL9684552.1	AVR58_00170	2.91e-46	118	62.712	100	118	MCL9684552.1 hypothetical protein LOX96_10645 	L. sp. HCPI-6
KTD59359.1	AVR58_00170	1.94e-45	118	67.797	100	118	KTD59359.1 hypothetical protein Lsan_2263 	L. santicrucis
STY22807.1	AVR58_00170	2.46e-45	119	67.227	100	119	STY22807.1 Uncharacterised protein 	L. steigerwaltii
STX44252.1	AVR58_00170	1.30e-44	118	66.102	100	118	STX44252.1 Uncharacterised protein 	L. gratiana
STX34864.1	AVR58_00170	1.36e-44	118	64.407	100	118	STX34864.1 Uncharacterised protein 	L. cincinnatiensis
CBJ11752.1	AVR58_00170	3.85e-44	118	66.102	100	118	CBJ11752.1 Hypothetical protein of unknown function 	L. longbeachae NSW150
STO34259.1	AVR58_00170	5.31e-44	119	65.546	100	117	STO34259.1 Uncharacterised protein 	L. bozemanae
AUH73248.1	AVR58_00170	7.04e-44	118	65.254	100	118	AUH73248.1 hypothetical protein CAB17_15205 	L. sainthelensi
STY29536.1	AVR58_00170	1.14e-43	118	61.864	100	117	STY29536.1 Uncharacterised protein 	L. wadsworthii
STX76626.1	AVR58_00170	1.38e-43	119	65.546	100	117	STX76626.1 Uncharacterised protein 	L. parisiensis
SNU94600.1	AVR58_00170	5.45e-43	118	60.169	100	118	SNU94600.1 Uncharacterised protein 	L. waltersii
KTD67983.1	AVR58_00170	1.10e-42	119	65.546	100	119	KTD67983.1 hypothetical protein Lste_1141 	L. steelei
KTC65795.1	AVR58_00170	3.58e-41	117	54.701	99	117	KTC65795.1 hypothetical protein Lade_0453 	L. adelaidensis
RUR09478.1	AVR58_00170	2.32e-39	118	51.695	100	117	RUR09478.1 hypothetical protein ELY14_08510 	L. septentrionalis
KTD37172.1	AVR58_00170	2.15e-37	117	52.991	99	117	KTD37172.1 hypothetical protein Loak_2308 	L. oakridgensis
STY25896.1	AVR58_00170	6.13e-18	91	41.758	77	127	STY25896.1 Uncharacterised protein 	L. taurinensis
KTC94517.1	AVR58_00170	1.71e-17	91	41.758	77	127	KTC94517.1 hypothetical protein Lery_2684 	L. erythra
EHL32846.1	AVR58_00170	2.10e-16	92	36.957	78	128	EHL32846.1 hypothetical protein LDG_5084 	L. drancourtii LLAP12
KTC81316.1	AVR58_00170	1.03e-15	92	36.957	78	126	KTC81316.1 hypothetical protein Lbru_1836 	L. brunensis
VEH12969.1	AVR58_00170	2.73e-15	91	35.165	77	127	VEH12969.1 Uncharacterised protein 	L. jordanis
WED41775.1	AVR58_00170	1.39e-13	93	37.634	78	126	WED41775.1 hypothetical protein PXX05_07460 	L. cardiaca
VEG89905.1	AVR58_00170	1.87e-13	92	34.783	78	126	VEG89905.1 Uncharacterised protein 	L. spiritensis
SNV01890.1	AVR58_00170	3.49e-13	120	31.667	95	127	SNV01890.1 Uncharacterised protein 	L. waltersii
MCL9683427.1	AVR58_00170	1.28e-12	124	31.452	97	127	MCL9683427.1 hypothetical protein LOX96_04940 	L. sp. HCPI-6
AUH73664.1	AVR58_00170	1.50e-12	107	30.841	89	127	AUH73664.1 hypothetical protein CAB17_17655 	L. sainthelensi
RUR09135.1	AVR58_00170	1.55e-12	108	29.630	92	128	RUR09135.1 hypothetical protein ELY14_09565 	L. septentrionalis
SNV51494.1	AVR58_00170	3.18e-12	93	38.710	78	127	SNV51494.1 Uncharacterised protein 	L. lansingensis
QBS13334.1	AVR58_00170	3.21e-12	91	29.670	77	128	QBS13334.1 hypothetical protein E4T54_11575 	L. geestiana
STX41814.1	AVR58_00170	4.24e-12	95	33.684	78	128	STX41814.1 Uncharacterised protein 	L. donaldsonii
STX38825.1	AVR58_00170	4.98e-12	95	33.684	78	128	STX38825.1 Uncharacterised protein 	L. feeleii
QDP73020.1	AVR58_00170	6.17e-12	122	30.328	96	126	QDP73020.1 hypothetical protein FOG18_10815 	L. israelensis
STY22312.1	AVR58_00170	9.88e-12	128	26.562	100	127	STY22312.1 Uncharacterised protein 	L. steigerwaltii
KTD63297.1	AVR58_00170	1.13e-11	92	32.609	78	127	KTD63297.1 hypothetical protein Lsan_1415 	L. santicrucis
AWN75014.1	AVR58_00170	2.20e-11	92	29.348	78	128	AWN75014.1 hypothetical protein DLD14_14850 	L. anisa
KTD62800.1	AVR58_00170	4.05e-11	91	34.066	77	127	KTD62800.1 hypothetical protein Lsha_0832 	L. shakespearei DSM 23087
RUR25481.1	AVR58_00170	6.54e-11	127	28.346	100	127	RUR25481.1 hypothetical protein ELY20_03215 	L. qingyii
KTD39785.1	AVR58_00170	9.29e-11	126	27.778	98	129	KTD39785.1 hypothetical protein Loak_0801 	L. oakridgensis
STY29955.1	AVR58_00170	1.05e-10	92	27.174	78	127	STY29955.1 Uncharacterised protein 	L. wadsworthii
KTD71136.1	AVR58_00170	1.09e-10	92	28.261	78	127	KTD71136.1 hypothetical protein Lste_0460 	L. steelei
STY21748.1	AVR58_00170	1.39e-10	117	30.769	98	118	STY21748.1 Uncharacterised protein 	L. steigerwaltii
USQ13353.1	AVR58_00170	2.32e-10	89	29.213	75	129	USQ13353.1 hypothetical protein J2N86_11760 	L. lytica
STX52564.1	AVR58_00170	2.50e-10	127	29.921	100	140	STX52564.1 Uncharacterised protein 	L. busanensis
BCA95102.1	AVR58_00170	2.51e-10	93	27.957	79	127	BCA95102.1 hypothetical protein TUM19329_14630 	L. antarctica
STX34455.1	AVR58_00170	2.51e-10	92	30.435	78	127	STX34455.1 Uncharacterised protein 	L. cincinnatiensis
ASQ46305.1	AVR58_00170	2.76e-10	92	29.348	78	126	ASQ46305.1 hypothetical protein clem_08770 	L. clemsonensis
STX93235.1	AVR58_00170	3.63e-10	92	31.522	78	129	STX93235.1 Uncharacterised protein 	L. londiniensis
STO34726.1	AVR58_00170	4.59e-10	128	25.781	100	128	STO34726.1 Uncharacterised protein 	L. bozemanae
STY18503.1	AVR58_00170	4.60e-10	92	30.435	78	127	STY18503.1 Uncharacterised protein 	L. quateirensis
AOU48500.1	AVR58_00170	4.90e-10	91	30.769	77	127	AOU48500.1 hypothetical protein A9E85_04315 	L. pneumophila
KTD45498.1	AVR58_00170	6.34e-10	91	29.670	77	126	KTD45498.1 hypothetical protein Lqui_2969 	L. quinlivanii
RUR23677.1	AVR58_00170	1.05e-09	119	27.731	100	121	RUR23677.1 hypothetical protein ELY20_06620 	L. qingyii
STY31045.1	AVR58_00170	1.11e-09	120	30.833	98	121	STY31045.1 Uncharacterised protein 	L. wadsworthii
CEG61298.1	AVR58_00170	1.24e-09	89	32.584	75	127	CEG61298.1 conserved exported protein of unknown function 	L. micdadei
MBL7479900.1	AVR58_00170	1.25e-09	92	29.348	78	127	MBL7479900.1 hypothetical protein IZU94_08000 	L. sp. 27fs60
STX63322.1	AVR58_00170	1.51e-09	92	30.435	78	127	STX63322.1 Uncharacterised protein 	L. moravica
CEK10362.1	AVR58_00170	1.87e-09	92	28.261	78	126	CEK10362.1 conserved exported protein of unknown function 	L. hackeliae
SFL84398.1	AVR58_00170	1.94e-09	92	28.261	78	126	SFL84398.1 hypothetical protein SAMN02746073_2209 	L. jamestowniensis DSM 19215
CBJ12895.1	AVR58_00170	2.19e-09	92	30.435	78	127	CBJ12895.1 hypothetical protein LLO_2475 	L. longbeachae NSW150
STX77119.1	AVR58_00170	2.24e-09	92	27.174	78	128	STX77119.1 Uncharacterised protein 	L. parisiensis
SUP03250.1	AVR58_00170	2.47e-09	92	30.435	77	127	SUP03250.1 Uncharacterised protein 	L. maceachernii
AWN75570.1	AVR58_00170	2.47e-09	119	29.412	98	120	AWN75570.1 hypothetical protein DLD14_17965 	L. anisa
STX28414.1	AVR58_00170	2.58e-09	90	32.222	76	126	STX28414.1 Uncharacterised protein 	L. beliardensis
STX29874.1	AVR58_00170	4.36e-09	95	28.421	81	128	STX29874.1 Uncharacterised protein 	L. beliardensis
VEG90068.1	AVR58_00170	5.40e-09	119	24.370	97	122	VEG90068.1 Uncharacterised protein 	L. spiritensis
STX51347.1	AVR58_00170	6.89e-09	111	32.432	92	123	STX51347.1 Uncharacterised protein 	L. busanensis
CEG58082.1	AVR58_00170	1.14e-08	96	34.375	81	124	CEG58082.1 conserved protein of unknown function 	L. fallonii LLAP-10
STX45694.1	AVR58_00170	1.30e-08	92	26.087	78	128	STX45694.1 Uncharacterised protein 	L. gratiana
STX28954.1	AVR58_00170	1.81e-08	115	28.696	93	122	STX28954.1 Uncharacterised protein 	L. beliardensis
STX46221.1	AVR58_00170	2.61e-08	110	29.091	93	120	STX46221.1 Uncharacterised protein 	L. gratiana
MCL9683274.1	AVR58_00170	3.28e-08	90	34.444	76	126	MCL9683274.1 hypothetical protein LOX96_04155 	L. sp. HCPI-6
BCA94085.1	AVR58_00170	6.94e-08	99	31.313	84	126	BCA94085.1 hypothetical protein TUM19329_04460 	L. antarctica
STY33009.1	AVR58_00170	7.07e-08	92	28.261	78	127	STY33009.1 Uncharacterised protein 	L. worsleiensis
STX77665.1	AVR58_00170	8.19e-08	119	29.412	98	120	STX77665.1 Uncharacterised protein 	L. parisiensis
STX50898.1	AVR58_00170	4.62e-07	90	27.778	76	126	STX50898.1 Uncharacterised protein 	L. busanensis
KTD61481.1	AVR58_00170	4.98e-07	112	23.214	89	123	KTD61481.1 hypothetical protein Lsha_1238 	L. shakespearei DSM 23087
KTD71450.1	AVR58_00170	5.45e-07	91	29.670	77	118	KTD71450.1 hypothetical protein Lste_0216 	L. steelei
KTD66613.1	AVR58_00170	8.34e-07	91	29.670	77	120	KTD66613.1 hypothetical protein Lsan_0558 	L. santicrucis
AUH71707.1	AVR58_00170	1.57e-06	91	29.670	77	120	AUH71707.1 hypothetical protein CAB17_06240 	L. sainthelensi
CBJ10758.1	AVR58_00170	4.16e-06	91	31.868	77	120	CBJ10758.1 hypothetical protein LLO_0427 	L. longbeachae NSW150
KTC65895.1	AVR58_00170	5.38e-05	92	26.087	77	127	KTC65895.1 hypothetical protein Lade_0553 	L. adelaidensis
STX32231.1	AVR58_00170	5.88e-05	91	25.275	77	126	STX32231.1 Uncharacterised protein 	L. birminghamensis
CEG56381.1	AVR58_00170	6.97e-05	122	21.311	97	127	CEG56381.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
SNU97688.1	AVR58_00170	1.29e-04	106	28.302	88	123	SNU97688.1 Uncharacterised protein 	L. waltersii
KTD64613.1	AVR58_00170	1.30e-04	56	39.286	47	122	KTD64613.1 hypothetical protein Lsha_0552 	L. shakespearei DSM 23087
KTD60038.1	AVR58_00170	1.30e-04	88	25.000	75	122	KTD60038.1 hypothetical protein Lsha_1788 	L. shakespearei DSM 23087
QDP73257.1	AVR58_00170	1.53e-04	87	25.287	74	122	QDP73257.1 hypothetical protein FOG18_12140 	L. israelensis
AOU47741.1	AVR58_00185	0.0	505	100.000	100	505	AOU47741.1 hypothetical protein A9E85_00185 	L. pneumophila
STO32982.1	AVR58_00185	3.87e-176	497	52.515	98	509	STO32982.1 Ankyrin repeats (3 copies) 	L. bozemanae
AWN73327.1	AVR58_00185	1.72e-172	496	52.218	98	509	AWN73327.1 ankyrin repeat domain-containing protein 	L. anisa
MBL7480184.1	AVR58_00185	5.92e-168	507	48.323	99	513	MBL7480184.1 ankyrin repeat domain-containing protein 	L. sp. 27fs60
STX72162.1	AVR58_00185	3.46e-166	496	52.016	98	509	STX72162.1 ankyrin repeat-containing protein 	L. parisiensis
RUR19578.1	AVR58_00185	1.25e-162	511	49.119	100	511	RUR19578.1 ankyrin repeat domain-containing protein 	L. qingyii
STY23937.1	AVR58_00185	5.02e-162	501	48.902	98	505	STY23937.1 ankyrin repeat-containing protein 	L. steigerwaltii
MCL9684234.1	AVR58_00185	4.30e-161	502	48.606	98	509	MCL9684234.1 ankyrin repeat domain-containing protein 	L. sp. HCPI-6
STY18751.1	AVR58_00185	1.15e-159	503	47.714	98	510	STY18751.1 Substrate of the Dot/Icm secretion system 	L. quateirensis
STX46056.1	AVR58_00185	5.91e-158	500	47.800	98	500	STX46056.1 ankyrin repeat-containing protein 	L. gratiana
STX63547.1	AVR58_00185	1.82e-157	510	46.863	99	512	STX63547.1 Substrate of the Dot/Icm secretion system 	L. moravica
STY28420.1	AVR58_00185	4.53e-145	494	46.559	97	509	STY28420.1 ankyrin repeat-containing protein 	L. wadsworthii
KTD66830.1	AVR58_00185	8.88e-145	497	46.881	97	512	KTD66830.1 ankyrin repeat-containing protein 	L. steelei
MCL9685186.1	AVR58_00185	1.04e-14	212	32.075	36	509	MCL9685186.1 ankyrin repeat domain-containing protein 	L. sp. HCPI-6
STX52092.1	AVR58_00185	0.003	196	26.020	34	658	STX52092.1 ankyrin 3 	L. busanensis
AOU47743.1	AVR58_00200	0.0	738	100.000	99	738	AOU47743.1 hypothetical protein A9E85_00200 	L. pneumophila
RUR26461.1	AVR58_00200	0.0	738	70.325	99	737	RUR26461.1 hypothetical protein ELY20_00665 	L. qingyii
CEG57468.1	AVR58_00200	0.0	738	70.732	99	737	CEG57468.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
AWN73210.1	AVR58_00200	0.0	738	70.190	99	735	AWN73210.1 hypothetical protein DLD14_04780 	L. anisa
STX77765.1	AVR58_00200	0.0	738	70.054	99	735	STX77765.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. parisiensis
STO35355.1	AVR58_00200	0.0	738	70.325	99	735	STO35355.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. bozemanae
USQ15328.1	AVR58_00200	0.0	723	62.932	97	737	USQ15328.1 hypothetical protein J2N86_15315 (plasmid) 	L. lytica
SNV51485.1	AVR58_00200	0.0	739	63.194	99	729	SNV51485.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. lansingensis
WED44057.1	AVR58_00200	0.0	741	61.808	99	732	WED44057.1 zinc-dependent metalloprotease family protein 	L. cardiaca
KTC78396.1	AVR58_00200	0.0	740	60.946	99	730	KTC78396.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. brunensis
STX30394.1	AVR58_00200	0.0	738	61.111	99	726	STX30394.1 Uncharacterised protein 	L. birminghamensis
ASQ45592.1	AVR58_00200	0.0	739	60.758	99	729	ASQ45592.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. clemsonensis
KTD46560.1	AVR58_00200	0.0	739	60.893	99	726	KTD46560.1 hypothetical protein Lqui_2485 	L. quinlivanii
KTD33270.1	AVR58_00200	0.0	741	59.379	99	738	KTD33270.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. nautarum
VEH11575.1	AVR58_00200	0.0	738	60.298	99	729	VEH11575.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. jordanis
SFL69487.1	AVR58_00200	0.0	741	60.999	99	729	SFL69487.1 Metallo-peptidase family M12B Reprolysin-like 	L. jamestowniensis DSM 19215
CEG59742.1	AVR58_00200	0.0	748	58.957	99	745	CEG59742.1 conserved exported protein of unknown function 	L. micdadei
STX28549.1	AVR58_00200	0.0	742	58.625	99	731	STX28549.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. beliardensis
STX51047.1	AVR58_00200	0.0	717	56.346	96	731	STX51047.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. busanensis
STO35445.1	AVR58_00200	1.06e-172	624	45.513	80	665	STO35445.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. bozemanae
AOU47749.1	AVR58_00230	5.08e-49	70	100.000	100	70	AOU47749.1 hypothetical protein A9E85_00230 	L. pneumophila
AOU47750.1	AVR58_00235	3.23e-98	132	100.000	100	132	AOU47750.1 hypothetical protein A9E85_00235 	L. pneumophila
STX46530.1	AVR58_00235	2.34e-18	114	37.719	81	142	STX46530.1 Uncharacterised protein 	L. gratiana
STX36789.1	AVR58_00235	7.43e-17	77	45.455	58	135	STX36789.1 Uncharacterised protein 	L. cincinnatiensis
KTD56550.1	AVR58_00235	1.93e-15	80	42.500	60	136	KTD56550.1 hypothetical protein Lsan_2710 	L. santicrucis
CBJ13857.1	AVR58_00235	3.32e-14	80	40.000	60	158	CBJ13857.1 hypothetical protein LLO_3393 	L. longbeachae NSW150
ASQ45961.1	AVR58_00235	5.75e-14	77	45.455	58	487	ASQ45961.1 hypothetical protein clem_07030 	L. clemsonensis
STX32998.1	AVR58_00235	3.69e-13	80	38.750	60	237	STX32998.1 Uncharacterised protein 	L. birminghamensis
CEK10617.1	AVR58_00235	1.56e-12	90	37.778	67	498	CEK10617.1 protein of unknown function 	L. hackeliae
SFL98998.1	AVR58_00235	2.30e-12	77	38.961	58	485	SFL98998.1 hypothetical protein SAMN02746073_2931 	L. jamestowniensis DSM 19215
WED44390.1	AVR58_00235	3.82e-12	90	35.556	67	493	WED44390.1 hypothetical protein PXX05_06280 	L. cardiaca
KTD49641.1	AVR58_00235	2.01e-10	79	32.911	62	230	KTD49641.1 hypothetical protein Lqui_1852 	L. quinlivanii
KTD49641.1	AVR58_00235	0.009	77	32.468	62	230	KTD49641.1 hypothetical protein Lqui_1852 	L. quinlivanii
KTC86710.1	AVR58_00235	8.51e-10	76	36.842	56	488	KTC86710.1 hypothetical protein Lbru_0651 	L. brunensis
VEH12637.1	AVR58_00235	4.01e-05	81	37.037	58	480	VEH12637.1 Uncharacterised protein 	L. jordanis
CEG57191.1	AVR58_00235	0.002	74	31.081	55	631	CEG57191.1 protein of unknown function 	L. fallonii LLAP-10
MCL9685035.1	AVR58_00235	0.005	58	31.034	44	518	MCL9685035.1 hypothetical protein LOX96_13085 	L. sp. HCPI-6
AOU47760.1	AVR58_00285	0.0	239	100.000	100	239	AOU47760.1 peptidase-C39 like family protein 	L. pneumophila
STX27801.1	AVR58_00285	5.46e-108	239	59.833	100	244	STX27801.1 Uncharacterised protein 	L. beliardensis
STX44194.1	AVR58_00285	1.47e-107	240	60.417	100	240	STX44194.1 Guanylyl cyclase 	L. donaldsonii
STX39549.1	AVR58_00285	1.87e-107	240	60.417	100	240	STX39549.1 Guanylyl cyclase 	L. feeleii
VEG91972.1	AVR58_00285	1.08e-104	238	58.824	99	242	VEG91972.1 Peptidase C39 family 	L. spiritensis
SFM06286.1	AVR58_00285	1.40e-104	239	59.833	99	239	SFM06286.1 Peptidase_C39 like family protein 	L. jamestowniensis DSM 19215
CEG58101.1	AVR58_00285	2.78e-104	239	61.925	100	238	CEG58101.1 conserved protein of unknown function 	L. fallonii LLAP-10
ASQ47162.1	AVR58_00285	1.36e-103	239	59.414	99	239	ASQ47162.1 hypothetical protein clem_13145 	L. clemsonensis
KTD39152.1	AVR58_00285	1.51e-103	240	58.750	99	242	KTD39152.1 hypothetical protein Lnau_0221 	L. nautarum
SNV45587.1	AVR58_00285	2.51e-103	238	60.504	99	239	SNV45587.1 Uncharacterised protein 	L. lansingensis
CEG59873.1	AVR58_00285	2.95e-103	238	57.983	99	244	CEG59873.1 conserved protein of unknown function 	L. micdadei
CEK09505.1	AVR58_00285	3.37e-103	238	60.504	99	238	CEK09505.1 conserved protein of unknown function 	L. hackeliae
KTC77871.1	AVR58_00285	4.11e-103	238	60.504	99	239	KTC77871.1 hypothetical protein Lbru_2764 	L. brunensis
STX50311.1	AVR58_00285	6.65e-103	237	57.806	99	248	STX50311.1 Uncharacterised protein 	L. busanensis
VEH11492.1	AVR58_00285	1.31e-102	238	58.824	99	239	VEH11492.1 Uncharacterised protein 	L. jordanis
STY27251.1	AVR58_00285	2.32e-102	239	58.577	100	242	STY27251.1 Uncharacterised protein 	L. taurinensis
KTC97572.1	AVR58_00285	1.18e-101	239	57.741	100	242	KTC97572.1 hypothetical protein Lery_1411 	L. erythra
WED42570.1	AVR58_00285	1.08e-100	238	58.824	99	239	WED42570.1 C39 family peptidase 	L. cardiaca
MCL9683247.1	AVR58_00285	1.27e-100	237	59.916	99	238	MCL9683247.1 C39 family peptidase 	L. sp. HCPI-6
SUP00248.1	AVR58_00285	3.16e-100	238	56.723	99	244	SUP00248.1 Uncharacterised protein 	L. maceachernii
RUR09922.1	AVR58_00285	3.65e-100	237	58.228	99	247	RUR09922.1 peptidase-C39 like family protein 	L. septentrionalis
AOU48056.1	AVR58_00285	2.50e-99	237	58.650	99	237	AOU48056.1 peptidase-C39 like family protein 	L. pneumophila
KTD43571.1	AVR58_00285	1.21e-98	237	56.540	99	246	KTD43571.1 Guanylyl cyclase 	L. oakridgensis
KGP62485.1	AVR58_00285	2.53e-97	238	58.403	99	239	KGP62485.1 hypothetical protein EP47_10420 	L. norrlandica
BCA94059.1	AVR58_00285	3.05e-97	237	58.650	99	238	BCA94059.1 hypothetical protein TUM19329_04200 	L. antarctica
KTC86573.1	AVR58_00285	4.06e-97	238	55.042	99	240	KTC86573.1 Guanylyl cyclase 	L. brunensis
KTC65259.1	AVR58_00285	1.08e-96	237	57.384	99	246	KTC65259.1 Guanylyl cyclase 	L. adelaidensis
STX94120.1	AVR58_00285	1.97e-96	237	57.384	99	247	STX94120.1 Uncharacterised protein 	L. londiniensis
CEE13745.1	AVR58_00285	3.05e-96	240	57.500	100	248	CEE13745.1 Peptidase C39 family protein 	L. massiliensis
QBS12076.1	AVR58_00285	1.45e-95	239	53.975	100	241	QBS12076.1 peptidase-C39 like family protein 	L. geestiana
MBL7480874.1	AVR58_00285	1.12e-94	237	54.008	99	240	MBL7480874.1 C39 family peptidase 	L. sp. 27fs60
STX61417.1	AVR58_00285	4.02e-94	238	54.622	99	240	STX61417.1 Peptidase C39 family 	L. moravica
STY16522.1	AVR58_00285	5.70e-94	237	53.586	99	240	STY16522.1 Peptidase C39 family 	L. quateirensis
STY31961.1	AVR58_00285	7.26e-93	237	55.274	99	238	STY31961.1 Peptidase C39 family 	L. worsleiensis
KTD37222.1	AVR58_00285	8.45e-60	236	39.831	99	234	KTD37222.1 hypothetical protein Loak_2358 	L. oakridgensis
AOU47763.1	AVR58_00300	0.0	363	100.000	100	363	AOU47763.1 hypothetical protein A9E85_00300 	L. pneumophila
QDP73316.1	AVR58_00300	5.84e-28	278	26.259	75	350	QDP73316.1 multidrug effflux MFS transporter 	L. israelensis
AOU47784.1	AVR58_00410	0.0	255	100.000	100	255	AOU47784.1 hypothetical protein A9E85_00415 	L. pneumophila
AWN72950.1	AVR58_00410	1.74e-77	227	46.696	89	254	AWN72950.1 hypothetical protein DLD14_03340 	L. anisa
STY31688.1	AVR58_00410	1.24e-76	255	45.882	98	255	STY31688.1 Dot/Icm T4SS effector 	L. wadsworthii
STO35589.1	AVR58_00410	3.88e-76	247	44.534	96	254	STO35589.1 Uncharacterised protein 	L. bozemanae
STX78034.1	AVR58_00410	1.07e-72	242	44.215	95	254	STX78034.1 Dot/Icm T4SS effector 	L. parisiensis
KTD69380.1	AVR58_00410	3.26e-72	247	43.725	95	253	KTD69380.1 Dot/Icm T4SS effector 	L. steelei
MBL7481487.1	AVR58_00410	6.68e-70	246	43.902	95	259	MBL7481487.1 hypothetical protein IZU94_16110 	L. sp. 27fs60
STX61190.1	AVR58_00410	7.94e-70	229	45.852	90	259	STX61190.1 Dot/Icm T4SS effector 	L. moravica
STY16304.1	AVR58_00410	4.34e-68	246	43.089	95	259	STY16304.1 Dot/Icm T4SS effector 	L. quateirensis
SNV11461.1	AVR58_00410	5.09e-56	231	38.095	91	378	SNV11461.1 Dot/Icm T4SS effector 	L. waltersii
SNV13778.1	AVR58_00410	1.70e-55	231	37.662	91	324	SNV13778.1 Dot/Icm T4SS effector 	L. waltersii
SNU93994.1	AVR58_00410	2.65e-55	237	35.865	93	284	SNU93994.1 Dot/Icm T4SS effector 	L. waltersii
