#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
EHL29958.1	AVR58_00150	7.45e-06	94	31.915	32	32	EHL29958.1 hypothetical protein LDG_8251 	L. drancourtii LLAP12
CEK09500.1	AVR58_00150	1.07e-05	150	28.667	48	48	CEK09500.1 protein of unknown function 	L. hackeliae
ASQ47480.1	AVR58_00150	1.17e-05	152	27.632	51	51	ASQ47480.1 hypothetical protein clem_14775 	L. clemsonensis
MCL9684931.1	AVR58_00150	1.17e-05	122	27.049	41	41	MCL9684931.1 hypothetical protein LOX96_12565 	L. sp. HCPI-6
RUR09241.1	AVR58_00150	1.64e-05	128	28.125	42	42	RUR09241.1 hypothetical protein ELY14_09170 	L. septentrionalis
KTC66270.1	AVR58_00150	3.35e-05	96	35.417	32	32	KTC66270.1 leucine-rich repeat-containing protein 	L. adelaidensis
KTC98178.1	AVR58_00150	5.85e-05	72	34.722	24	24	KTC98178.1 hypothetical protein Lery_1232 	L. erythra
STY16910.1	AVR58_00150	8.74e-05	134	32.090	44	44	STY16910.1 Uncharacterised protein 	L. quateirensis
STY28568.1	AVR58_00150	4.03e-04	120	26.667	41	41	STY28568.1 Uncharacterised protein 	L. wadsworthii
STX72400.1	AVR58_00150	4.51e-04	84	32.143	28	28	STX72400.1 Uncharacterised protein 	L. parisiensis
RUR26395.1	AVR58_00150	5.96e-04	185	24.865	59	59	RUR26395.1 hypothetical protein ELY20_00275 	L. qingyii
QBS11872.1	AVR58_00150	0.001	109	34.862	35	35	QBS11872.1 hypothetical protein E4T54_03420 	L. geestiana
STO33202.1	AVR58_00150	0.003	63	33.333	21	21	STO33202.1 Uncharacterised protein 	L. bozemanae
SNV05853.1	AVR58_00150	0.004	97	32.990	32	32	SNV05853.1 Uncharacterised protein 	L. waltersii
STX33605.1	AVR58_00150	0.004	129	29.457	43	43	STX33605.1 Uncharacterised protein 	L. cincinnatiensis
CEG57747.1	AVR58_00150	0.005	185	22.703	62	62	CEG57747.1 conserved protein of unknown function 	L. fallonii LLAP-10
AWN73184.1	AVR58_00150	0.005	104	29.808	35	35	AWN73184.1 hypothetical protein DLD14_04630 	L. anisa
VEG91098.1	AVR58_00150	0.006	118	26.271	40	40	VEG91098.1 Uncharacterised protein 	L. spiritensis
STX63598.1	AVR58_00150	0.010	134	27.612	42	42	STX63598.1 Uncharacterised protein 	L. moravica
# BLASTP 2.14.0+
# Query: AVR58_00170
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 93 hits found
AOU47738.1	AVR58_00170	1.17e-78	118	100.000	100	100	AOU47738.1 hypothetical protein A9E85_00170 	L. pneumophila
KGP62462.1	AVR58_00170	3.60e-58	118	75.424	100	100	KGP62462.1 hypothetical protein EP47_14435 	L. norrlandica
KTD64965.1	AVR58_00170	3.31e-49	118	67.797	100	100	KTD64965.1 hypothetical protein Lsha_0334 	L. shakespearei DSM 23087
CEG55556.1	AVR58_00170	8.48e-49	118	66.102	100	100	CEG55556.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
RUR21771.1	AVR58_00170	5.22e-47	117	67.521	99	99	RUR21771.1 hypothetical protein ELY20_11120 	L. qingyii
VEG89948.1	AVR58_00170	1.17e-46	118	63.559	100	100	VEG89948.1 Uncharacterised protein 	L. spiritensis
AWN74522.1	AVR58_00170	2.34e-46	118	66.102	100	100	AWN74522.1 hypothetical protein DLD14_12075 	L. anisa
MCL9684552.1	AVR58_00170	2.91e-46	118	62.712	100	100	MCL9684552.1 hypothetical protein LOX96_10645 	L. sp. HCPI-6
KTD59359.1	AVR58_00170	1.94e-45	118	67.797	100	100	KTD59359.1 hypothetical protein Lsan_2263 	L. santicrucis
STY22807.1	AVR58_00170	2.46e-45	119	67.227	100	100	STY22807.1 Uncharacterised protein 	L. steigerwaltii
STX44252.1	AVR58_00170	1.30e-44	118	66.102	100	100	STX44252.1 Uncharacterised protein 	L. gratiana
STX34864.1	AVR58_00170	1.36e-44	118	64.407	100	100	STX34864.1 Uncharacterised protein 	L. cincinnatiensis
CBJ11752.1	AVR58_00170	3.85e-44	118	66.102	100	100	CBJ11752.1 Hypothetical protein of unknown function 	L. longbeachae NSW150
STO34259.1	AVR58_00170	5.31e-44	119	65.546	100	100	STO34259.1 Uncharacterised protein 	L. bozemanae
AUH73248.1	AVR58_00170	7.04e-44	118	65.254	100	100	AUH73248.1 hypothetical protein CAB17_15205 	L. sainthelensi
STY29536.1	AVR58_00170	1.14e-43	118	61.864	100	100	STY29536.1 Uncharacterised protein 	L. wadsworthii
STX76626.1	AVR58_00170	1.38e-43	119	65.546	100	100	STX76626.1 Uncharacterised protein 	L. parisiensis
SNU94600.1	AVR58_00170	5.45e-43	118	60.169	100	100	SNU94600.1 Uncharacterised protein 	L. waltersii
KTD67983.1	AVR58_00170	1.10e-42	119	65.546	100	100	KTD67983.1 hypothetical protein Lste_1141 	L. steelei
KTC65795.1	AVR58_00170	3.58e-41	117	54.701	99	99	KTC65795.1 hypothetical protein Lade_0453 	L. adelaidensis
RUR09478.1	AVR58_00170	2.32e-39	118	51.695	100	100	RUR09478.1 hypothetical protein ELY14_08510 	L. septentrionalis
KTD37172.1	AVR58_00170	2.15e-37	117	52.991	99	99	KTD37172.1 hypothetical protein Loak_2308 	L. oakridgensis
STY25896.1	AVR58_00170	6.13e-18	91	41.758	77	77	STY25896.1 Uncharacterised protein 	L. taurinensis
KTC94517.1	AVR58_00170	1.71e-17	91	41.758	77	77	KTC94517.1 hypothetical protein Lery_2684 	L. erythra
EHL32846.1	AVR58_00170	2.10e-16	92	36.957	78	78	EHL32846.1 hypothetical protein LDG_5084 	L. drancourtii LLAP12
KTC81316.1	AVR58_00170	1.03e-15	92	36.957	78	78	KTC81316.1 hypothetical protein Lbru_1836 	L. brunensis
VEH12969.1	AVR58_00170	2.73e-15	91	35.165	77	77	VEH12969.1 Uncharacterised protein 	L. jordanis
WED41775.1	AVR58_00170	1.39e-13	93	37.634	78	78	WED41775.1 hypothetical protein PXX05_07460 	L. cardiaca
VEG89905.1	AVR58_00170	1.87e-13	92	34.783	78	78	VEG89905.1 Uncharacterised protein 	L. spiritensis
SNV01890.1	AVR58_00170	3.49e-13	120	31.667	95	95	SNV01890.1 Uncharacterised protein 	L. waltersii
MCL9683427.1	AVR58_00170	1.28e-12	124	31.452	97	97	MCL9683427.1 hypothetical protein LOX96_04940 	L. sp. HCPI-6
AUH73664.1	AVR58_00170	1.50e-12	107	30.841	89	89	AUH73664.1 hypothetical protein CAB17_17655 	L. sainthelensi
RUR09135.1	AVR58_00170	1.55e-12	108	29.630	92	92	RUR09135.1 hypothetical protein ELY14_09565 	L. septentrionalis
SNV51494.1	AVR58_00170	3.18e-12	93	38.710	78	78	SNV51494.1 Uncharacterised protein 	L. lansingensis
QBS13334.1	AVR58_00170	3.21e-12	91	29.670	77	77	QBS13334.1 hypothetical protein E4T54_11575 	L. geestiana
STX41814.1	AVR58_00170	4.24e-12	95	33.684	78	78	STX41814.1 Uncharacterised protein 	L. donaldsonii
STX38825.1	AVR58_00170	4.98e-12	95	33.684	78	78	STX38825.1 Uncharacterised protein 	L. feeleii
QDP73020.1	AVR58_00170	6.17e-12	122	30.328	96	96	QDP73020.1 hypothetical protein FOG18_10815 	L. israelensis
STY22312.1	AVR58_00170	9.88e-12	128	26.562	100	100	STY22312.1 Uncharacterised protein 	L. steigerwaltii
KTD63297.1	AVR58_00170	1.13e-11	92	32.609	78	78	KTD63297.1 hypothetical protein Lsan_1415 	L. santicrucis
AWN75014.1	AVR58_00170	2.20e-11	92	29.348	78	78	AWN75014.1 hypothetical protein DLD14_14850 	L. anisa
KTD62800.1	AVR58_00170	4.05e-11	91	34.066	77	77	KTD62800.1 hypothetical protein Lsha_0832 	L. shakespearei DSM 23087
RUR25481.1	AVR58_00170	6.54e-11	127	28.346	100	100	RUR25481.1 hypothetical protein ELY20_03215 	L. qingyii
KTD39785.1	AVR58_00170	9.29e-11	126	27.778	98	98	KTD39785.1 hypothetical protein Loak_0801 	L. oakridgensis
STY29955.1	AVR58_00170	1.05e-10	92	27.174	78	78	STY29955.1 Uncharacterised protein 	L. wadsworthii
KTD71136.1	AVR58_00170	1.09e-10	92	28.261	78	78	KTD71136.1 hypothetical protein Lste_0460 	L. steelei
STY21748.1	AVR58_00170	1.39e-10	117	30.769	98	98	STY21748.1 Uncharacterised protein 	L. steigerwaltii
USQ13353.1	AVR58_00170	2.32e-10	89	29.213	75	75	USQ13353.1 hypothetical protein J2N86_11760 	L. lytica
STX52564.1	AVR58_00170	2.50e-10	127	29.921	100	100	STX52564.1 Uncharacterised protein 	L. busanensis
BCA95102.1	AVR58_00170	2.51e-10	93	27.957	79	79	BCA95102.1 hypothetical protein TUM19329_14630 	L. antarctica
STX34455.1	AVR58_00170	2.51e-10	92	30.435	78	78	STX34455.1 Uncharacterised protein 	L. cincinnatiensis
ASQ46305.1	AVR58_00170	2.76e-10	92	29.348	78	78	ASQ46305.1 hypothetical protein clem_08770 	L. clemsonensis
STX93235.1	AVR58_00170	3.63e-10	92	31.522	78	78	STX93235.1 Uncharacterised protein 	L. londiniensis
STO34726.1	AVR58_00170	4.59e-10	128	25.781	100	100	STO34726.1 Uncharacterised protein 	L. bozemanae
STY18503.1	AVR58_00170	4.60e-10	92	30.435	78	78	STY18503.1 Uncharacterised protein 	L. quateirensis
AOU48500.1	AVR58_00170	4.90e-10	91	30.769	77	77	AOU48500.1 hypothetical protein A9E85_04315 	L. pneumophila
KTD45498.1	AVR58_00170	6.34e-10	91	29.670	77	77	KTD45498.1 hypothetical protein Lqui_2969 	L. quinlivanii
RUR23677.1	AVR58_00170	1.05e-09	119	27.731	100	100	RUR23677.1 hypothetical protein ELY20_06620 	L. qingyii
STY31045.1	AVR58_00170	1.11e-09	120	30.833	98	98	STY31045.1 Uncharacterised protein 	L. wadsworthii
CEG61298.1	AVR58_00170	1.24e-09	89	32.584	75	75	CEG61298.1 conserved exported protein of unknown function 	L. micdadei
MBL7479900.1	AVR58_00170	1.25e-09	92	29.348	78	78	MBL7479900.1 hypothetical protein IZU94_08000 	L. sp. 27fs60
STX63322.1	AVR58_00170	1.51e-09	92	30.435	78	78	STX63322.1 Uncharacterised protein 	L. moravica
CEK10362.1	AVR58_00170	1.87e-09	92	28.261	78	78	CEK10362.1 conserved exported protein of unknown function 	L. hackeliae
SFL84398.1	AVR58_00170	1.94e-09	92	28.261	78	78	SFL84398.1 hypothetical protein SAMN02746073_2209 	L. jamestowniensis DSM 19215
CBJ12895.1	AVR58_00170	2.19e-09	92	30.435	78	78	CBJ12895.1 hypothetical protein LLO_2475 	L. longbeachae NSW150
STX77119.1	AVR58_00170	2.24e-09	92	27.174	78	78	STX77119.1 Uncharacterised protein 	L. parisiensis
SUP03250.1	AVR58_00170	2.47e-09	92	30.435	77	77	SUP03250.1 Uncharacterised protein 	L. maceachernii
AWN75570.1	AVR58_00170	2.47e-09	119	29.412	98	98	AWN75570.1 hypothetical protein DLD14_17965 	L. anisa
STX28414.1	AVR58_00170	2.58e-09	90	32.222	76	76	STX28414.1 Uncharacterised protein 	L. beliardensis
STX29874.1	AVR58_00170	4.36e-09	95	28.421	81	81	STX29874.1 Uncharacterised protein 	L. beliardensis
VEG90068.1	AVR58_00170	5.40e-09	119	24.370	97	97	VEG90068.1 Uncharacterised protein 	L. spiritensis
STX51347.1	AVR58_00170	6.89e-09	111	32.432	92	92	STX51347.1 Uncharacterised protein 	L. busanensis
CEG58082.1	AVR58_00170	1.14e-08	96	34.375	81	81	CEG58082.1 conserved protein of unknown function 	L. fallonii LLAP-10
STX45694.1	AVR58_00170	1.30e-08	92	26.087	78	78	STX45694.1 Uncharacterised protein 	L. gratiana
STX28954.1	AVR58_00170	1.81e-08	115	28.696	93	93	STX28954.1 Uncharacterised protein 	L. beliardensis
STX46221.1	AVR58_00170	2.61e-08	110	29.091	93	93	STX46221.1 Uncharacterised protein 	L. gratiana
MCL9683274.1	AVR58_00170	3.28e-08	90	34.444	76	76	MCL9683274.1 hypothetical protein LOX96_04155 	L. sp. HCPI-6
BCA94085.1	AVR58_00170	6.94e-08	99	31.313	84	84	BCA94085.1 hypothetical protein TUM19329_04460 	L. antarctica
STY33009.1	AVR58_00170	7.07e-08	92	28.261	78	78	STY33009.1 Uncharacterised protein 	L. worsleiensis
STX77665.1	AVR58_00170	8.19e-08	119	29.412	98	98	STX77665.1 Uncharacterised protein 	L. parisiensis
STX50898.1	AVR58_00170	4.62e-07	90	27.778	76	76	STX50898.1 Uncharacterised protein 	L. busanensis
KTD61481.1	AVR58_00170	4.98e-07	112	23.214	89	89	KTD61481.1 hypothetical protein Lsha_1238 	L. shakespearei DSM 23087
KTD71450.1	AVR58_00170	5.45e-07	91	29.670	77	77	KTD71450.1 hypothetical protein Lste_0216 	L. steelei
KTD66613.1	AVR58_00170	8.34e-07	91	29.670	77	77	KTD66613.1 hypothetical protein Lsan_0558 	L. santicrucis
AUH71707.1	AVR58_00170	1.57e-06	91	29.670	77	77	AUH71707.1 hypothetical protein CAB17_06240 	L. sainthelensi
CBJ10758.1	AVR58_00170	4.16e-06	91	31.868	77	77	CBJ10758.1 hypothetical protein LLO_0427 	L. longbeachae NSW150
KTC65895.1	AVR58_00170	5.38e-05	92	26.087	77	77	KTC65895.1 hypothetical protein Lade_0553 	L. adelaidensis
STX32231.1	AVR58_00170	5.88e-05	91	25.275	77	77	STX32231.1 Uncharacterised protein 	L. birminghamensis
CEG56381.1	AVR58_00170	6.97e-05	122	21.311	97	97	CEG56381.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
SNU97688.1	AVR58_00170	1.29e-04	106	28.302	88	88	SNU97688.1 Uncharacterised protein 	L. waltersii
KTD64613.1	AVR58_00170	1.30e-04	56	39.286	47	47	KTD64613.1 hypothetical protein Lsha_0552 	L. shakespearei DSM 23087
KTD60038.1	AVR58_00170	1.30e-04	88	25.000	75	75	KTD60038.1 hypothetical protein Lsha_1788 	L. shakespearei DSM 23087
QDP73257.1	AVR58_00170	1.53e-04	87	25.287	74	74	QDP73257.1 hypothetical protein FOG18_12140 	L. israelensis
# BLASTP 2.14.0+
# Query: AVR58_00185
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 28 hits found
AOU47741.1	AVR58_00185	0.0	505	100.000	100	100	AOU47741.1 hypothetical protein A9E85_00185 	L. pneumophila
STO32982.1	AVR58_00185	3.87e-176	497	52.515	98	98	STO32982.1 Ankyrin repeats (3 copies) 	L. bozemanae
AWN73327.1	AVR58_00185	1.72e-172	496	52.218	98	98	AWN73327.1 ankyrin repeat domain-containing protein 	L. anisa
MBL7480184.1	AVR58_00185	5.92e-168	507	48.323	99	99	MBL7480184.1 ankyrin repeat domain-containing protein 	L. sp. 27fs60
STX72162.1	AVR58_00185	3.46e-166	496	52.016	98	98	STX72162.1 ankyrin repeat-containing protein 	L. parisiensis
RUR19578.1	AVR58_00185	1.25e-162	511	49.119	100	100	RUR19578.1 ankyrin repeat domain-containing protein 	L. qingyii
STY23937.1	AVR58_00185	5.02e-162	501	48.902	98	98	STY23937.1 ankyrin repeat-containing protein 	L. steigerwaltii
MCL9684234.1	AVR58_00185	4.30e-161	502	48.606	98	98	MCL9684234.1 ankyrin repeat domain-containing protein 	L. sp. HCPI-6
STY18751.1	AVR58_00185	1.15e-159	503	47.714	98	98	STY18751.1 Substrate of the Dot/Icm secretion system 	L. quateirensis
STX46056.1	AVR58_00185	5.91e-158	500	47.800	98	98	STX46056.1 ankyrin repeat-containing protein 	L. gratiana
STX63547.1	AVR58_00185	1.82e-157	510	46.863	99	99	STX63547.1 Substrate of the Dot/Icm secretion system 	L. moravica
STY28420.1	AVR58_00185	4.53e-145	494	46.559	97	97	STY28420.1 ankyrin repeat-containing protein 	L. wadsworthii
KTD66830.1	AVR58_00185	8.88e-145	497	46.881	97	97	KTD66830.1 ankyrin repeat-containing protein 	L. steelei
CEG56107.1	AVR58_00185	1.29e-18	146	35.616	29	29	CEG56107.1 protein of unknown function 	L. fallonii LLAP-10
MCL9685186.1	AVR58_00185	1.04e-14	212	32.075	36	36	MCL9685186.1 ankyrin repeat domain-containing protein 	L. sp. HCPI-6
CEG56106.1	AVR58_00185	3.58e-13	51	56.863	10	10	CEG56106.1 protein of unknown function 	L. fallonii LLAP-10
CEK10735.1	AVR58_00185	1.51e-08	111	36.937	21	21	CEK10735.1 protein of unknown function [ankyrin repeat] 	L. hackeliae
KTD37101.1	AVR58_00185	2.60e-08	129	33.333	24	24	KTD37101.1 Ankyrin repeat protein 	L. oakridgensis
KTD52619.1	AVR58_00185	3.84e-05	115	31.304	23	23	KTD52619.1 Ankyrin repeats (3 copies) 	L. quinlivanii
KTD56308.1	AVR58_00185	4.06e-05	95	31.579	19	19	KTD56308.1 Substrate of the Dot/Icm secretion system 	L. santicrucis
CEE15230.1	AVR58_00185	3.52e-04	54	38.889	11	11	CEE15230.1 Ankyrin repeats (3 copies) 	L. massiliensis
SUQ35540.1	AVR58_00185	0.003	104	30.769	18	18	SUQ35540.1 Ankyrin repeats (3 copies) 	L. maceachernii
STX52092.1	AVR58_00185	0.003	196	26.020	34	34	STX52092.1 ankyrin 3 	L. busanensis
CEE14111.1	AVR58_00185	0.004	61	37.705	12	12	CEE14111.1 Ankyrin repeats (3 copies) 	L. massiliensis
CEG56142.1	AVR58_00185	0.007	106	32.075	20	20	CEG56142.1 protein of unknown function [ankyrin domain][F-box domain] 	L. fallonii LLAP-10
CEK12302.1	AVR58_00185	0.009	104	30.769	18	18	CEK12302.1 conserved protein of unknown function [ankyrin domain] (plasmid) 	L. hackeliae
STX83906.1	AVR58_00185	0.010	104	30.769	18	18	STX83906.1 Ankyrin repeats (3 copies) 	L. donaldsonii
MBL7478661.1	AVR58_00185	0.010	104	30.769	18	18	MBL7478661.1 ankyrin repeat domain-containing protein 	L. sp. 27fs60
# BLASTP 2.14.0+
# Query: AVR58_00200
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 22 hits found
AOU47743.1	AVR58_00200	0.0	738	100.000	99	99	AOU47743.1 hypothetical protein A9E85_00200 	L. pneumophila
RUR26461.1	AVR58_00200	0.0	738	70.325	99	99	RUR26461.1 hypothetical protein ELY20_00665 	L. qingyii
CEG57468.1	AVR58_00200	0.0	738	70.732	99	99	CEG57468.1 conserved exported protein of unknown function 	L. fallonii LLAP-10
AWN73210.1	AVR58_00200	0.0	738	70.190	99	99	AWN73210.1 hypothetical protein DLD14_04780 	L. anisa
STX77765.1	AVR58_00200	0.0	738	70.054	99	99	STX77765.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. parisiensis
STO35355.1	AVR58_00200	0.0	738	70.325	99	99	STO35355.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. bozemanae
USQ15328.1	AVR58_00200	0.0	723	62.932	97	97	USQ15328.1 hypothetical protein J2N86_15315 (plasmid) 	L. lytica
SNV51485.1	AVR58_00200	0.0	739	63.194	99	99	SNV51485.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. lansingensis
WED44057.1	AVR58_00200	0.0	741	61.808	99	99	WED44057.1 zinc-dependent metalloprotease family protein 	L. cardiaca
KTC78396.1	AVR58_00200	0.0	740	60.946	99	99	KTC78396.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. brunensis
STX30394.1	AVR58_00200	0.0	738	61.111	99	99	STX30394.1 Uncharacterised protein 	L. birminghamensis
ASQ45592.1	AVR58_00200	0.0	739	60.758	99	99	ASQ45592.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. clemsonensis
KTD46560.1	AVR58_00200	0.0	739	60.893	99	99	KTD46560.1 hypothetical protein Lqui_2485 	L. quinlivanii
KTD33270.1	AVR58_00200	0.0	741	59.379	99	99	KTD33270.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family protein 	L. nautarum
VEH11575.1	AVR58_00200	0.0	738	60.298	99	99	VEH11575.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. jordanis
SFL69487.1	AVR58_00200	0.0	741	60.999	99	99	SFL69487.1 Metallo-peptidase family M12B Reprolysin-like 	L. jamestowniensis DSM 19215
CEG59742.1	AVR58_00200	0.0	748	58.957	99	99	CEG59742.1 conserved exported protein of unknown function 	L. micdadei
STX28549.1	AVR58_00200	0.0	742	58.625	99	99	STX28549.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. beliardensis
STX51047.1	AVR58_00200	0.0	717	56.346	96	96	STX51047.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. busanensis
STO35445.1	AVR58_00200	1.06e-172	624	45.513	80	80	STO35445.1 Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family 	L. bozemanae
CEG57275.1	AVR58_00200	6.10e-32	75	66.667	10	10	CEG57275.1 protein of unknown function 	L. fallonii LLAP-10
RUR11406.1	AVR58_00200	1.01e-12	89	46.067	12	12	RUR11406.1 hypothetical protein ELY14_01255 	L. septentrionalis
# BLASTP 2.14.0+
# Query: AVR58_00230
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 1 hits found
AOU47749.1	AVR58_00230	5.08e-49	70	100.000	100	100	AOU47749.1 hypothetical protein A9E85_00230 	L. pneumophila
# BLASTP 2.14.0+
# Query: AVR58_00235
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 16 hits found
AOU47750.1	AVR58_00235	3.23e-98	132	100.000	100	100	AOU47750.1 hypothetical protein A9E85_00235 	L. pneumophila
STX46530.1	AVR58_00235	2.34e-18	114	37.719	81	81	STX46530.1 Uncharacterised protein 	L. gratiana
STX36789.1	AVR58_00235	7.43e-17	77	45.455	58	58	STX36789.1 Uncharacterised protein 	L. cincinnatiensis
KTD56550.1	AVR58_00235	1.93e-15	80	42.500	60	60	KTD56550.1 hypothetical protein Lsan_2710 	L. santicrucis
CBJ13857.1	AVR58_00235	3.32e-14	80	40.000	60	60	CBJ13857.1 hypothetical protein LLO_3393 	L. longbeachae NSW150
ASQ45961.1	AVR58_00235	5.75e-14	77	45.455	58	58	ASQ45961.1 hypothetical protein clem_07030 	L. clemsonensis
STX32998.1	AVR58_00235	3.69e-13	80	38.750	60	60	STX32998.1 Uncharacterised protein 	L. birminghamensis
CEK10617.1	AVR58_00235	1.56e-12	90	37.778	67	67	CEK10617.1 protein of unknown function 	L. hackeliae
SFL98998.1	AVR58_00235	2.30e-12	77	38.961	58	58	SFL98998.1 hypothetical protein SAMN02746073_2931 	L. jamestowniensis DSM 19215
WED44390.1	AVR58_00235	3.82e-12	90	35.556	67	67	WED44390.1 hypothetical protein PXX05_06280 	L. cardiaca
KTD49641.1	AVR58_00235	2.01e-10	79	32.911	62	60	KTD49641.1 hypothetical protein Lqui_1852 	L. quinlivanii
KTD49641.1	AVR58_00235	0.009	77	32.468	62	58	KTD49641.1 hypothetical protein Lqui_1852 	L. quinlivanii
KTC86710.1	AVR58_00235	8.51e-10	76	36.842	56	56	KTC86710.1 hypothetical protein Lbru_0651 	L. brunensis
VEH12637.1	AVR58_00235	4.01e-05	81	37.037	58	58	VEH12637.1 Uncharacterised protein 	L. jordanis
CEG57191.1	AVR58_00235	0.002	74	31.081	55	55	CEG57191.1 protein of unknown function 	L. fallonii LLAP-10
MCL9685035.1	AVR58_00235	0.005	58	31.034	44	44	MCL9685035.1 hypothetical protein LOX96_13085 	L. sp. HCPI-6
# BLASTP 2.14.0+
# Query: AVR58_00285
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 35 hits found
AOU47760.1	AVR58_00285	0.0	239	100.000	100	100	AOU47760.1 peptidase-C39 like family protein 	L. pneumophila
STX27801.1	AVR58_00285	5.46e-108	239	59.833	100	100	STX27801.1 Uncharacterised protein 	L. beliardensis
STX44194.1	AVR58_00285	1.47e-107	240	60.417	100	100	STX44194.1 Guanylyl cyclase 	L. donaldsonii
